City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
697,Erzin,TR,36.9559,36.2,55.15,63,100,5.06,overcast clouds
698,Lazaro Cardenas,MX,17.9583,-102.2,75.99,79,5,3.83,clear sky
699,Ibanda,TZ,-2.7974,32.4746,62.28,95,84,1.25,broken clouds
700,Ambilobe,MG,-13.2,49.05,73.08,85,3,3.2,clear sky
701,Talaya,RU,61.3833,152.75,-33.2,97,100,2.48,overcast clouds
702,Vanimo,PG,-2.6741,141.3028,86.11,66,99,5.12,overcast clouds
703,Salto,UY,-31.3833,-57.9667,81.88,51,67,4.94,broken clouds
704,Tirthahalli,IN,13.7,75.2333,67.33,97,99,8.48,overcast clouds
705,Bubaque,GW,11.2833,-15.8333,80.29,75,2,6.02,clear sky
706,Umm Kaddadah,SD,13.6017,26.6876,60.31,23,0,12.68,clear sky
707,Fallon,US,39.4735,-118.7774,35.47,64,100,9.22,overcast clouds
708,Maldonado,UY,-34.6667,-54.9167,69.19,91,100,3.38,overcast clouds
709,Pavagada,IN,14.1,77.2667,67.8,94,80,8.61,broken clouds
710,Raudeberg,NO,61.9875,5.1352,27.27,54,33,7.23,scattered clouds
711,Codrington,AU,-38.2667,141.9667,56.32,79,100,24.38,overcast clouds
712,Waipawa,NZ,-41.4122,175.5153,70.27,48,6,6.11,clear sky
